0.465346534653,1,1
0.739273927393,1,5
0.719471947195,1,10
0.706270627063,1,15
0.693069306931,1,20
0.663366336634,1,25
0.676567656766,1,30
0.679867986799,1,35
0.719471947195,1,40
0.699669966997,1,45
0.693069306931,1,50
0.564356435644,5,1
0.749174917492,5,5
0.726072607261,5,10
0.719471947195,5,15
0.749174917492,5,20
0.732673267327,5,25
0.755775577558,5,30
0.742574257426,5,35
0.726072607261,5,40
0.729372937294,5,45
0.726072607261,5,50
0.73597359736,10,1
0.742574257426,10,5
0.729372937294,10,10
0.719471947195,10,15
0.719471947195,10,20
0.742574257426,10,25
0.716171617162,10,30
0.739273927393,10,35
0.722772277228,10,40
0.739273927393,10,45
0.712871287129,10,50
0.732673267327,15,1
0.749174917492,15,5
0.745874587459,15,10
0.745874587459,15,15
0.742574257426,15,20
0.70297029703,15,25
0.745874587459,15,30
0.739273927393,15,35
0.732673267327,15,40
0.729372937294,15,45
0.739273927393,15,50
0.726072607261,20,1
0.739273927393,20,5
0.729372937294,20,10
0.76897689769,20,15
0.73597359736,20,20
0.742574257426,20,25
0.752475247525,20,30
0.716171617162,20,35
0.742574257426,20,40
0.729372937294,20,45
0.732673267327,20,50
0.732673267327,25,1
0.745874587459,25,5
0.752475247525,25,10
0.739273927393,25,15
0.726072607261,25,20
0.716171617162,25,25
0.742574257426,25,30
0.712871287129,25,35
0.732673267327,25,40
0.73597359736,25,45
0.729372937294,25,50
0.70297029703,30,1
0.752475247525,30,5
0.742574257426,30,10
0.742574257426,30,15
0.73597359736,30,20
0.73597359736,30,25
0.719471947195,30,30
0.73597359736,30,35
0.742574257426,30,40
0.732673267327,30,45
0.729372937294,30,50
0.726072607261,35,1
0.742574257426,35,5
0.745874587459,35,10
0.739273927393,35,15
0.742574257426,35,20
0.712871287129,35,25
0.722772277228,35,30
0.739273927393,35,35
0.729372937294,35,40
0.712871287129,35,45
0.73597359736,35,50
0.70297029703,40,1
0.752475247525,40,5
0.745874587459,40,10
0.739273927393,40,15
0.73597359736,40,20
0.739273927393,40,25
0.73597359736,40,30
0.742574257426,40,35
0.73597359736,40,40
0.742574257426,40,45
0.729372937294,40,50
0.693069306931,45,1
0.745874587459,45,5
0.745874587459,45,10
0.732673267327,45,15
0.732673267327,45,20
0.732673267327,45,25
0.726072607261,45,30
0.722772277228,45,35
0.742574257426,45,40
0.745874587459,45,45
0.729372937294,45,50
0.732673267327,50,1
0.759075907591,50,5
0.73597359736,50,10
0.73597359736,50,15
0.749174917492,50,20
0.722772277228,50,25
0.742574257426,50,30
0.729372937294,50,35
0.726072607261,50,40
0.716171617162,50,45
0.729372937294,50,50
0.696369636964,55,1
0.749174917492,55,5
0.73597359736,55,10
0.732673267327,55,15
0.755775577558,55,20
0.742574257426,55,25
0.726072607261,55,30
0.739273927393,55,35
0.726072607261,55,40
0.726072607261,55,45
0.729372937294,55,50
0.732673267327,60,1
0.749174917492,60,5
0.749174917492,60,10
0.739273927393,60,15
0.732673267327,60,20
0.745874587459,60,25
0.722772277228,60,30
0.729372937294,60,35
0.726072607261,60,40
0.73597359736,60,45
0.722772277228,60,50
0.742574257426,65,1
0.752475247525,65,5
0.739273927393,65,10
0.745874587459,65,15
0.726072607261,65,20
0.73597359736,65,25
0.745874587459,65,30
0.749174917492,65,35
0.739273927393,65,40
0.729372937294,65,45
0.73597359736,65,50
0.729372937294,70,1
0.752475247525,70,5
0.742574257426,70,10
0.732673267327,70,15
0.739273927393,70,20
0.755775577558,70,25
0.73597359736,70,30
0.729372937294,70,35
0.742574257426,70,40
0.73597359736,70,45
0.729372937294,70,50
0.726072607261,75,1
0.752475247525,75,5
