0.000000000000000000e+00, 3.420063972473144531e+00, 0.000000000000000000e+00, 3.127784729003906250e-01, 2.493699073791503906e+00, 7.850302219390869141e+00, 0.000000000000000000e+00, 6.201817393302917480e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.991261363029479980e+00, 4.149339199066162109e-01, 2.011646270751953125e+00, 1.615497618913650513e-01, 1.208445310592651367e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.299803614616394043e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.334915399551391602e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.598578834533691406e+01, 8.879013061523437500e+00, 0.000000000000000000e+00, 2.452729940414428711e+00, 7.048332691192626953e+00, 3.780091476440429688e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.517065048217773438e+00, 1.956761932373046875e+01, 0.000000000000000000e+00, 1.639545798301696777e+00, 0.000000000000000000e+00
9.235198795795440674e-02, 7.369839191436767578e+00, 0.000000000000000000e+00, 2.854962348937988281e+00, 3.949844598770141602e+00, 1.561113357543945312e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.360264778137207031e+00, 0.000000000000000000e+00, 1.264424228668212891e+01, 0.000000000000000000e+00, 8.045632243156433105e-01, 1.134155511856079102e+00, 0.000000000000000000e+00, 2.304300785064697266e+00, 4.446706295013427734e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 1.775449752807617188e+00, 0.000000000000000000e+00, 2.832154035568237305e-01, 8.446843147277832031e+00, 6.269281864166259766e+00, 0.000000000000000000e+00, 1.146927738189697266e+01, 1.458278536796569824e+00, 0.000000000000000000e+00, 1.522401928901672363e+00, 1.911228179931640625e+00, 1.344637870788574219e+01, 4.805641651153564453e+00, 4.289402067661285400e-02, 6.750891208648681641e-01, 6.379111289978027344e+00, 0.000000000000000000e+00, 1.561475634574890137e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 5.535927295684814453e+00, 0.000000000000000000e+00, 1.716506481170654297e-01, 4.174264907836914062e+00, 1.138665866851806641e+01, 0.000000000000000000e+00, 1.257939577102661133e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.633640885353088379e+00, 0.000000000000000000e+00, 5.816979408264160156e-01, 1.121636986732482910e+00, 2.375997304916381836e+00, 1.796391010284423828e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.067422509193420410e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.720904350280761719e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.119272613525390625e+01, 1.450447082519531250e+01, 0.000000000000000000e+00, 1.346239924430847168e+00, 9.364022254943847656e+00, 5.965756607055664062e+01, 3.778119564056396484e+00, 0.000000000000000000e+00, 1.837743186950683594e+01, 3.291768646240234375e+01, 0.000000000000000000e+00, 1.073025226593017578e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.180093288421630859e+00, 0.000000000000000000e+00, 3.701420426368713379e-01, 0.000000000000000000e+00, 7.768617153167724609e+00, 0.000000000000000000e+00, 4.266648769378662109e+00, 1.578532099723815918e+00, 0.000000000000000000e+00, 6.999454021453857422e+00, 9.939251899719238281e+00, 2.211097145080566406e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.716893196105957031e+00, 0.000000000000000000e+00, 6.314277172088623047e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.035929012298583984e+01, 6.625232219696044922e+00, 0.000000000000000000e+00, 3.299884557723999023e+00, 7.378357410430908203e+00, 3.178640747070312500e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.258454322814941406e+00, 1.504421138763427734e+01, 0.000000000000000000e+00, 2.687874078750610352e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 5.115480899810791016e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.589930534362792969e+01, 7.996330261230468750e+00, 0.000000000000000000e+00, 1.559026432037353516e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.919544219970703125e+00, 1.057024955749511719e+01, 2.633785963058471680e+00, 1.252606487274169922e+01, 7.598180770874023438e+00, 2.467690467834472656e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 5.829538345336914062e+00, 0.000000000000000000e+00, 1.656125336885452271e-01, 4.635414123535156250e+00, 6.822358608245849609e+00, 0.000000000000000000e+00, 1.756380915641784668e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.172050714492797852e+00, 2.749631881713867188e+00, 1.357418060302734375e+01, 0.000000000000000000e+00, 2.418630123138427734e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.122779965400695801e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.498715209960937500e+01, 9.361201286315917969e+00, 0.000000000000000000e+00, 2.366026639938354492e+00, 7.922611713409423828e+00, 3.921860885620117188e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.502974510192871094e+00, 2.023794364929199219e+01, 0.000000000000000000e+00, 1.803355336189270020e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 5.265210628509521484e+00, 0.000000000000000000e+00, 3.552545309066772461e-01, 6.116244792938232422e+00, 1.246076869964599609e+01, 0.000000000000000000e+00, 4.003039836883544922e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.446629285812377930e+00, 4.868699312210083008e-01, 3.821632623672485352e+00, 2.249994039535522461e+00, 2.077385902404785156e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.824902415275573730e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.558401107788085938e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.067885017395019531e+01, 1.199302101135253906e+01, 0.000000000000000000e+00, 1.882787942886352539e+00, 8.371227264404296875e+00, 4.823731994628906250e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.268872737884521484e+01, 2.547971534729003906e+01, 0.000000000000000000e+00, 1.159078598022460938e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.610849618911743164e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.364574337005615234e+01, 4.147749900817871094e+00, 0.000000000000000000e+00, 1.518368053436279297e+01, 1.073293328285217285e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.099227905273437500e+01, 9.230806350708007812e+00, 1.294763803482055664e+00, 1.111444187164306641e+01, 8.868248939514160156e+00, 2.149274349212646484e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.286303579807281494e-02, 6.708277225494384766e+00, 0.000000000000000000e+00, 5.901675820350646973e-01, 6.035058021545410156e+00, 1.604330635070800781e+01, 0.000000000000000000e+00, 2.223992824554443359e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.872720003128051758e+00, 3.837119936943054199e-01, 4.230342864990234375e+00, 1.324759125709533691e+00, 2.330037355422973633e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.493124246597290039e+00, 0.000000000000000000e+00
5.359284579753875732e-02, 4.604773998260498047e+00, 0.000000000000000000e+00, 3.977546691894531250e-01, 3.756213188171386719e+00, 1.078709888458251953e+01, 0.000000000000000000e+00, 1.340002179145812988e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.507135152816772461e+00, 2.457877695560455322e-01, 2.450686454772949219e+00, 5.797737836837768555e-01, 1.697367072105407715e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.692229151725769043e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.197331190109252930e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.083570384979248047e+01, 6.667379379272460938e+00, 0.000000000000000000e+00, 1.180306625366210938e+01, 4.053590595722198486e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.616919755935668945e-01, 7.275236129760742188e+00, 7.242410182952880859e+00, 1.617906093597412109e+00, 5.499074935913085938e+00, 5.510446071624755859e+00, 6.518695354461669922e-01, 1.401501893997192383e-01, 0.000000000000000000e+00
0.000000000000000000e+00, 1.863457918167114258e+00, 0.000000000000000000e+00, 1.234807968139648438e+00, 0.000000000000000000e+00, 3.090029001235961914e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.606068849563598633e+00, 1.262861371040344238e+00, 9.160435676574707031e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399904012680053711e+00, 0.000000000000000000e+00, 2.202860355377197266e+00, 2.414823055267333984e+00, 0.000000000000000000e+00
1.183322221040725708e-01, 4.745671749114990234e+00, 0.000000000000000000e+00, 1.890445590019226074e+00, 1.984734296798706055e+00, 8.191726684570312500e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.851063251495361328e+00, 0.000000000000000000e+00, 8.127108573913574219e+00, 0.000000000000000000e+00, 1.404570341110229492e-01, 3.935091495513916016e+00, 0.000000000000000000e+00, 2.817287445068359375e+00, 2.599200248718261719e+00, 0.000000000000000000e+00
