test1_model1_temp.hdf5, 0.02910893706569173, -20, 0.04992646333326078 
test1_model2_temp.hdf5, 0.30691730277929086, -20, 0.3825617443616265 
test1_model3_temp.hdf5, 0.07729489006937718, -20, 0.11429032871300382 
test1_model4_temp.hdf5, 0.07457637809762974, -20, 0.07582233109512637 
test1_model5_temp.hdf5, 0.023861303445318782, -20, 0.03388661542440485 
test1_model6_temp.hdf5, 0.09163025228333965, -20, 0.18882622217860412 
test1_model7_temp.hdf5, 0.057721007928913215, -20, 0.05002260982030471 
test1_model8_temp.hdf5, 0.041081933183322095, -20, 0.027244455336699617 
test1_model9_temp.hdf5, 0.1346972733862325, -20, 0.13364389767241336 
test1_model10_temp.hdf5, 0.01774907100889489, -20, 0.020894063623888792 
test1_model11_temp.hdf5, 0.0635263230097376, -20, 0.07358432021186001 
test1_model12_temp.hdf5, 0.01065634628392964, -20, 0.007168199333024594 
test2_model1_temp.hdf5, 0.3150268062718192, -20, 0.430357236712513 
test2_model2_temp.hdf5, 0.21941442563681646, -20, 0.4025072143856101 
test2_model3_temp.hdf5, 0.3716028397848835, -20, 0.5274073039607214 
test2_model4_temp.hdf5, 0.009246797766193526, -20, 0.09295443613828891 
test2_model5_temp.hdf5, 0.629942424415954, -20, 0.7654941294212243 
test2_model6_temp.hdf5, 0.6360951644378239, -20, 0.6783803966907327 
test3_model1_temp.hdf5, 0.0810865997181318, -20, 0.13480510164488535 
test3_model2_temp.hdf5, -0.008541338069392834, -20, -0.008358876394272796 
test4_model1_temp.hdf5, 0.16378698878368825, -20, 0.40561004743420814 
test5_model1_temp.hdf5, 0.36893525796044835, -20, 0.3770851893439573 
test5_model2_temp.hdf5, 0.043375026505569014, -20, 0.06473133189368296 
test5_model3_temp.hdf5, 0.2843149768393629, -20, 0.4223084633733859 
test5_model4_temp.hdf5, 0.3163428273788341, -20, 0.4672461884859739 
test5_model5_temp.hdf5, 0.28359640456866386, -20, 0.45409734179238215 
test5_model6_temp.hdf5, 0.24351589295653697, -20, 0.3314243028978252 
test1_model1_time.hdf5, 0.023288120910281984, -20, 0.06947143863314098 
test1_model2_time.hdf5, 0.5724772553475177, -20, 0.521198903560378 
test1_model3_time.hdf5, 0.02451798280425099, -20, 0.05118501824112719 
test1_model4_time.hdf5, 0.5664038054457345, -20, 0.5150341569869897 
test1_model5_time.hdf5, -0.0008324613495553913, -20, -0.0007601955330582831 
test1_model6_time.hdf5, 0.2221888022380034, -20, 0.24528040441789978 
test1_model7_time.hdf5, 0.01590158811280895, -20, 0.028625229964863164 
test1_model8_time.hdf5, 0.02421068860413267, -20, 0.0445745819866702 
test1_model9_time.hdf5, 0.024683240308465807, -20, 0.08410021916744248 
test1_model10_time.hdf5, -0.046812609546835963, -20, -0.036799097459231156 
test1_model11_time.hdf5, 0.055340473883807806, -20, 0.03158235849574631 
test1_model12_time.hdf5, 0.03651382472071674, -20, 0.06934158315489214 
test2_model1_time.hdf5, 0.35628178938159827, -20, 0.3655346201134681 
test2_model2_time.hdf5, 0.3182691962768173, -20, 0.33828251281756305 
test2_model3_time.hdf5, 0.4617354782723379, -20, 0.6156039748397679 
test2_model4_time.hdf5, -0.0024037065867181795, -20, 0.08631587307574773 
test2_model5_time.hdf5, 0.7404640191466023, -20, 0.8389819177533671 
test2_model6_time.hdf5, 0.5271556009595505, -20, 0.7755759560569491 
test3_model1_time.hdf5, 0.2316256195088907, -20, 0.19631798212482776 
test3_model2_time.hdf5, -1.18698850617438e-05, -20, -6.458864771907712e-07 
test4_model1_time.hdf5, 0.35595231872932953, -20, 0.45609595137621195 
test5_model1_time.hdf5, 0.5482681751838419, -20, 0.5913796198695185 
test5_model2_time.hdf5, 0.539512588158749, -20, 0.44847557449891884 
test5_model3_time.hdf5, 0.5542264007361728, -20, 0.5449846156940332 
test5_model4_time.hdf5, 0.5939583608242791, -20, 0.5486953386569948 
test5_model5_time.hdf5, 0.1465969012496473, -20, 0.2995904808942435 
test5_model6_time.hdf5, 0.08706176029111558, -20, 0.131087839571021 
