7.814039587974548340e-01 1.006736516952514648e+00 5.019990205764770508e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.516803264617919922e+00 6.582382321357727051e-02 7.738682627677917480e-01 2.508272826671600342e-01 4.977869093418121338e-01 8.425645828247070312e-01 0.000000000000000000e+00 6.876019835472106934e-01 1.632912158966064453e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.135819315910339355e-01
5.262094736099243164e-01 7.035797834396362305e-01 3.492969274520874023e-01 0.000000000000000000e+00 1.030370369553565979e-01 1.336859226226806641e+00 4.580132365226745605e-01 4.813701808452606201e-01 3.854780793190002441e-01 2.708732187747955322e-01 6.045817136764526367e-01 0.000000000000000000e+00 4.741349220275878906e-01 3.208875954151153564e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.498152613639831543e-01
3.423098921775817871e-01 4.917891919612884521e-01 2.335206419229507446e-01 0.000000000000000000e+00 2.605369389057159424e-01 1.219816684722900391e+00 7.804702520370483398e-01 2.706786096096038818e-01 5.160309076309204102e-01 1.071466356515884399e-01 4.327303767204284668e-01 0.000000000000000000e+00 3.097524046897888184e-01 4.441557526588439941e-01 0.000000000000000000e+00 3.760661184787750244e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.692772746086120605e-01
1.411037325859069824e+00 1.779549121856689453e+00 8.809502720832824707e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.080910921096801758e+00 0.000000000000000000e+00 1.465591549873352051e+00 1.042672246694564819e-01 1.016466975212097168e+00 1.444244742393493652e+00 0.000000000000000000e+00 1.150298595428466797e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.040644228458404541e-01
0.000000000000000000e+00 3.576795011758804321e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.900407671928405762e-01 9.236492514610290527e-01 1.598813056945800781e+00 0.000000000000000000e+00 9.647811651229858398e-01 0.000000000000000000e+00 1.596644893288612366e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.308723688125610352e-01 0.000000000000000000e+00 4.159899353981018066e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.073589563369750977e+00
0.000000000000000000e+00 9.529481828212738037e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.149390339851379395e-01 9.741891026496887207e-01 1.478004455566406250e+00 0.000000000000000000e+00 8.657670021057128906e-01 0.000000000000000000e+00 9.826433658599853516e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.455208063125610352e-01 0.000000000000000000e+00 3.577112555503845215e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.018125772476196289e+00
0.000000000000000000e+00 3.692004084587097168e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.886708140373229980e-01 9.265271425247192383e-01 1.598936796188354492e+00 0.000000000000000000e+00 9.636355638504028320e-01 0.000000000000000000e+00 1.896922290325164795e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.343365311622619629e-01 0.000000000000000000e+00 4.153718054294586182e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.073335409164428711e+00
4.806285724043846130e-03 1.135610193014144897e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.938169360160827637e-01 9.874497056007385254e-01 1.439360260963439941e+00 0.000000000000000000e+00 8.406617641448974609e-01 0.000000000000000000e+00 1.172090470790863037e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.410177350044250488e-01 0.000000000000000000e+00 3.397211730480194092e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.002916097640991211e+00
1.206372380256652832e+00 1.528060436248779297e+00 7.574585080146789551e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.885944128036499023e+00 0.000000000000000000e+00 1.243172287940979004e+00 1.392067074775695801e-01 8.531363606452941895e-01 1.246787548065185547e+00 0.000000000000000000e+00 1.001310110092163086e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.595336973667144775e-01
1.846656441688537598e+00 2.311615705490112305e+00 1.142105937004089355e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.504930734634399414e+00 0.000000000000000000e+00 1.937873601913452148e+00 3.529539704322814941e-02 1.357489347457885742e+00 1.864264130592346191e+00 0.000000000000000000e+00 1.467905163764953613e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.976634711027145386e-01
