1.858278036117553711e+00 2.325946331024169922e+00 1.149113535881042480e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.516332387924194336e+00 0.000000000000000000e+00 1.950535416603088379e+00 3.345832228660583496e-02 1.366485834121704102e+00 1.875514984130859375e+00 0.000000000000000000e+00 1.476376056671142578e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.949140429496765137e-01
0.000000000000000000e+00 3.717589005827903748e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.883670091629028320e-01 9.269695281982421875e-01 1.598843336105346680e+00 0.000000000000000000e+00 9.633088111877441406e-01 0.000000000000000000e+00 1.952446997165679932e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.348836421966552734e-01 0.000000000000000000e+00 4.152661263942718506e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.073220968246459961e+00
8.492996096611022949e-01 1.089047908782958984e+00 5.425493121147155762e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.570080518722534180e+00 0.000000000000000000e+00 8.511521816253662109e-01 2.261793762445449829e-01 5.566502809524536133e-01 9.063195586204528809e-01 0.000000000000000000e+00 7.392995953559875488e-01 1.254206746816635132e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.848224818706512451e-01
3.328109741210937500e+00 4.110692977905273438e+00 2.031619548797607422e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.975689411163330078e+00 0.000000000000000000e+00 3.540376186370849609e+00 0.000000000000000000e+00 2.508733987808227539e+00 3.304763793945312500e+00 0.000000000000000000e+00 2.554045438766479492e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.038275286555290222e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.051462292671203613e-01 9.804577827453613281e-01 1.459959983825683594e+00 0.000000000000000000e+00 8.537908792495727539e-01 0.000000000000000000e+00 1.073345914483070374e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.436278223991394043e-01 0.000000000000000000e+00 3.492156267166137695e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.010972976684570312e+00
1.531262248754501343e-01 2.743392884731292725e-01 1.014713197946548462e-01 0.000000000000000000e+00 4.383950829505920410e-01 1.091304779052734375e+00 1.140612125396728516e+00 5.069712921977043152e-02 6.811203956604003906e-01 0.000000000000000000e+00 2.559005022048950195e-01 0.000000000000000000e+00 1.288964450359344482e-01 5.713633298873901367e-01 0.000000000000000000e+00 2.010506093502044678e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.968656659126281738e-01
2.319643497467041016e+00 2.886474609375000000e+00 1.425642609596252441e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.972409486770629883e+00 0.000000000000000000e+00 2.448360443115234375e+00 0.000000000000000000e+00 1.724656462669372559e+00 2.322791337966918945e+00 0.000000000000000000e+00 1.813145875930786133e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.934023976325988770e-02
3.168297410011291504e-01 4.623478651046752930e-01 2.165289372205734253e-01 0.000000000000000000e+00 2.839970588684082031e-01 1.202665328979492188e+00 8.280447721481323242e-01 2.408301234245300293e-01 5.367565155029296875e-01 8.443872630596160889e-02 4.088110923767089844e-01 0.000000000000000000e+00 2.857273221015930176e-01 4.612509608268737793e-01 0.000000000000000000e+00 5.901100486516952515e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.865853905677795410e-01
0.000000000000000000e+00 3.846599161624908447e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.868336796760559082e-01 9.290559887886047363e-01 1.598183155059814453e+00 0.000000000000000000e+00 9.615174531936645508e-01 0.000000000000000000e+00 2.249808236956596375e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.375636458396911621e-01 0.000000000000000000e+00 4.146585464477539062e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.072547674179077148e+00
2.128228992223739624e-01 3.419696390628814697e-01 1.442250013351440430e-01 0.000000000000000000e+00 3.813980817794799805e-01 1.132460355758666992e+00 1.025480151176452637e+00 1.194721460342407227e-01 6.262714862823486328e-01 0.000000000000000000e+00 3.108847141265869141e-01 0.000000000000000000e+00 1.862494647502899170e-01 5.325058698654174805e-01 0.000000000000000000e+00 1.474217772483825684e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.560109138488769531e-01
